,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
10,35697,Pi,PI,pi,36,2025-02-11T07:16:10.000Z,['layer-1'],100000000000.0,7018840263.651943,100000000000.0,False,,11,7020025488.363788,13832350651.018166,,2025-03-06T01:15:00.000Z,1.9704131664402518,865733243.4563575,2.7434,2.56380911,10.63693463,-29.05252976,15.93504218,15.93504218,15.93504218,13830015268.640757,0.4683,197041316644.03,,2025-03-06T01:15:00.000Z,,,,,,2025-03-05 21:48:14.965272
11,1975,Chainlink,LINK,chainlink,1938,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,638099970.4527867,1000000000.0,False,,12,,,,2025-03-06T01:16:00.000Z,16.66816964492374,893630166.4340049,6.9184,0.98043288,13.24377616,9.811328,-21.62088379,-28.87144063,-29.9479301,10635958557.927874,0.3601,16668169644.92,,2025-03-06T01:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-03-05 21:48:14.965272
12,4642,Hedera,HBAR,hedera,321,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'defi', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,41917580837.42402,50000000000.0,False,,13,,,,2025-03-06T01:15:00.000Z,0.2449242091798589,628059232.0615816,-33.3819,-1.00488915,0.83308799,24.88224327,-9.10319833,-21.35393091,-14.69500903,10266630337.338886,0.3476,12246210458.99,,2025-03-06T01:15:00.000Z,,,,,,2025-03-05 21:48:14.965272
13,3957,UNUS SED LEO,LEO,unus-sed-leo,57,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,924005584.9,985239504.0,False,,14,,,,2025-03-06T01:16:00.000Z,9.913618180703523,2634055.5484693,-65.084,0.03802893,0.33673443,9.05187906,1.53204679,9.11676837,5.24451724,9160238565.536232,0.3101,9767288259.2,,2025-03-06T01:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-03-05 21:48:14.965272
14,512,Stellar,XLM,stellar,683,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30691656463.462475,50001786894.45001,False,,15,,,,2025-03-06T01:16:00.000Z,0.2976862173548118,286518862.09347904,-25.0768,-0.52748306,1.61487625,4.65121006,-19.17646346,-33.35226549,-38.03810629,9136483116.961506,0.3093,14884848730.77,,2025-03-06T01:16:00.000Z,,,,,,2025-03-05 21:48:14.965272
0,1,Bitcoin,BTC,bitcoin,11969,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve']",21000000.0,19832762.0,19832762.0,False,,1,,,,2025-03-06T01:16:00.000Z,90492.90526050981,49233771410.98029,-25.6864,-0.07220827,4.1305876,6.94922288,-10.29382653,-7.88509016,-7.11397745,1794724252720.239,60.7587,1900351010470.71,,2025-03-06T01:16:00.000Z,,,,,,2025-03-05 21:48:21.869937
1,1027,Ethereum,ETH,ethereum,9961,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'binance-labs-portfolio', 'avalanche-ecosystem', 'solana-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve']",,120592467.4460874,120592467.4460874,True,,2,,,,2025-03-06T01:16:00.000Z,2249.5358380337534,21544598221.666027,-34.8365,-0.03002589,3.79670787,-3.75121037,-20.80634589,-38.25951001,-41.53782758,271277077316.89236,9.1838,271277077316.89,,2025-03-06T01:16:00.000Z,,,,,,2025-03-05 21:48:21.869937
2,52,XRP,XRP,xrp,1545,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,57949738512.0,99986390660.0,False,,3,,,,2025-03-06T01:16:00.000Z,2.4888846547737806,5989171327.362672,-44.9024,-0.36053976,1.56334591,13.98949929,-8.16160866,3.7299698,8.86971799,144230214930.66998,4.8828,248888465477.38,,2025-03-06T01:16:00.000Z,,,,,,2025-03-05 21:48:21.869937
3,825,Tether USDt,USDT,tether,118379,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'heco-ecosystem', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'terra-ecosystem', 'tezos-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'zilliqa-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'xdc-ecosystem', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'klaytn-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'boba-network-ecosystem', 'fusion-network-ecosystem', 'hoo-smart-chain-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'cube-network-ecosystem', 'thundercore-ecosystem', 'redlight-chain-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'eos-evm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem', 'x-layer-ecosystem', 'world-liberty-financial-portfolio']",,142718418332.12698,144561615171.715,True,,4,,,,2025-03-06T01:15:00.000Z,1.0002272874514195,91260420975.64546,-29.345,0.02112161,0.04918862,0.13736995,-0.04714553,0.03655689,-0.04090885,142750856437.70032,4.8334,144594472212.8,,2025-03-06T01:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-03-05 21:48:21.869937
4,1839,BNB,BNB,bnb,2382,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'ethereum-ecosystem', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142475672.01,142475672.01,False,,5,,,,2025-03-06T01:16:00.000Z,598.3739014326447,1526797835.8252728,-21.2624,-0.02902386,2.54763446,-2.01360518,-2.30525221,-15.89962755,-17.70575867,85253723719.86156,2.8862,85253723719.86,,2025-03-06T01:16:00.000Z,,,,,,2025-03-05 21:48:21.869937
5,5426,Solana,SOL,solana,847,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,508001899.7940255,595435814.845183,True,,6,,,,2025-03-06T01:16:00.000Z,145.78757149070032,4446536916.4328575,-43.0704,-0.32745389,2.06323207,7.01420196,-32.51724173,-32.70969565,-39.4028052,74060363283.63307,2.5072,86807141424.87,,2025-03-06T01:16:00.000Z,,,,,,2025-03-05 21:48:21.869937
6,3408,USDC,USDC,usd-coin,26061,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'wanchain-ecosystem', 'coinbase-ventures-portfolio', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'base-ecosystem', 'sei-ecosystem', 'multiversx-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'telos-ecosystem', 'ronin-ecosystem', 'boba-network-ecosystem', 'kava-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'elastos-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'evmos-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'thundercore-ecosystem', 'tomb-chain-ecosystem', 'wemix-ecosystem', 'sx-network-ecosystem', 'godwoken-ecosystem', 'energi-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'scroll-ecosystem', 'shido-network-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,57038127558.53808,57038127558.53808,False,,7,,,,2025-03-06T01:15:00.000Z,1.0002075529165353,9079347196.68292,-33.7819,0.01965401,0.01291649,0.04454683,0.03672375,0.0215218,0.02910268,57049965988.26656,1.9314,57049965988.27,,2025-03-06T01:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-03-05 21:48:21.869937
7,2010,Cardano,ADA,cardano,1470,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35224212741.26694,44994911756.12524,False,,8,,,,2025-03-06T01:16:00.000Z,0.9579019660894654,3758060289.708288,-30.0628,-1.20741465,3.51058037,48.23606479,18.83172172,-10.021527,-18.35942608,33741342638.813198,1.1423,43105588474.03,,2025-03-06T01:16:00.000Z,,,,,,2025-03-05 21:48:21.869937
8,74,Dogecoin,DOGE,dogecoin,1174,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'ftx-bankruptcy-estate', 'made-in-america']",,148308786383.7052,148308786383.7052,True,,9,,,,2025-03-06T01:16:00.000Z,0.20370957830909503,1422020730.5986736,-38.1889,-0.11757564,2.73350269,0.48372221,-28.38828528,-48.17226307,-53.14349567,30211920333.75824,1.0228,30211920333.76,,2025-03-06T01:16:00.000Z,,,,,,2025-03-05 21:48:21.869937
9,1958,TRON,TRX,tron,1128,2017-09-13T00:00:00.000Z,"['media', 'payments', 'ethereum-ecosystem', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,86054002998.7339,86053995297.95517,True,,10,,,,2025-03-06T01:16:00.000Z,0.24335174601274756,555239229.3948616,-44.5276,0.02247139,0.21704944,7.49232899,6.47399452,-8.71604646,-24.31073854,20941391881.12811,0.709,20941390007.13,,2025-03-06T01:16:00.000Z,,,,,,2025-03-05 21:48:21.869937
10,35697,Pi,PI,pi,36,2025-02-11T07:16:10.000Z,['layer-1'],100000000000.0,7018840263.651943,100000000000.0,False,,11,7020025488.363788,13832350651.018166,,2025-03-06T01:15:00.000Z,1.9704131664402518,865733243.4563575,2.7434,2.56380911,10.63693463,-29.05252976,15.93504218,15.93504218,15.93504218,13830015268.640757,0.4683,197041316644.03,,2025-03-06T01:15:00.000Z,,,,,,2025-03-05 21:48:21.869937
11,1975,Chainlink,LINK,chainlink,1938,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,638099970.4527867,1000000000.0,False,,12,,,,2025-03-06T01:16:00.000Z,16.66816964492374,893630166.4340049,6.9184,0.98043288,13.24377616,9.811328,-21.62088379,-28.87144063,-29.9479301,10635958557.927874,0.3601,16668169644.92,,2025-03-06T01:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-03-05 21:48:21.869937
12,4642,Hedera,HBAR,hedera,321,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'defi', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,41917580837.42402,50000000000.0,False,,13,,,,2025-03-06T01:15:00.000Z,0.2449242091798589,628059232.0615816,-33.3819,-1.00488915,0.83308799,24.88224327,-9.10319833,-21.35393091,-14.69500903,10266630337.338886,0.3476,12246210458.99,,2025-03-06T01:15:00.000Z,,,,,,2025-03-05 21:48:21.869937
13,3957,UNUS SED LEO,LEO,unus-sed-leo,57,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,924005584.9,985239504.0,False,,14,,,,2025-03-06T01:16:00.000Z,9.913618180703523,2634055.5484693,-65.084,0.03802893,0.33673443,9.05187906,1.53204679,9.11676837,5.24451724,9160238565.536232,0.3101,9767288259.2,,2025-03-06T01:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-03-05 21:48:21.869937
14,512,Stellar,XLM,stellar,683,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30691656463.462475,50001786894.45001,False,,15,,,,2025-03-06T01:16:00.000Z,0.2976862173548118,286518862.09347904,-25.0768,-0.52748306,1.61487625,4.65121006,-19.17646346,-33.35226549,-38.03810629,9136483116.961506,0.3093,14884848730.77,,2025-03-06T01:16:00.000Z,,,,,,2025-03-05 21:48:21.869937
0,1,Bitcoin,BTC,bitcoin,11969,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve']",21000000.0,19832762.0,19832762.0,False,,1,,,,2025-03-06T01:16:00.000Z,90492.90526050981,49233771410.98029,-25.6864,-0.07220827,4.1305876,6.94922288,-10.29382653,-7.88509016,-7.11397745,1794724252720.239,60.7587,1900351010470.71,,2025-03-06T01:16:00.000Z,,,,,,2025-03-05 21:48:28.747263
1,1027,Ethereum,ETH,ethereum,9961,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'binance-labs-portfolio', 'avalanche-ecosystem', 'solana-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve']",,120592467.4460874,120592467.4460874,True,,2,,,,2025-03-06T01:16:00.000Z,2249.5358380337534,21544598221.666027,-34.8365,-0.03002589,3.79670787,-3.75121037,-20.80634589,-38.25951001,-41.53782758,271277077316.89236,9.1838,271277077316.89,,2025-03-06T01:16:00.000Z,,,,,,2025-03-05 21:48:28.747263
2,52,XRP,XRP,xrp,1545,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,57949738512.0,99986390660.0,False,,3,,,,2025-03-06T01:16:00.000Z,2.4888846547737806,5989171327.362672,-44.9024,-0.36053976,1.56334591,13.98949929,-8.16160866,3.7299698,8.86971799,144230214930.66998,4.8828,248888465477.38,,2025-03-06T01:16:00.000Z,,,,,,2025-03-05 21:48:28.747263
3,825,Tether USDt,USDT,tether,118379,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'heco-ecosystem', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'terra-ecosystem', 'tezos-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'zilliqa-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'xdc-ecosystem', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'klaytn-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'boba-network-ecosystem', 'fusion-network-ecosystem', 'hoo-smart-chain-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'cube-network-ecosystem', 'thundercore-ecosystem', 'redlight-chain-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'eos-evm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem', 'x-layer-ecosystem', 'world-liberty-financial-portfolio']",,142718418332.12698,144561615171.715,True,,4,,,,2025-03-06T01:15:00.000Z,1.0002272874514195,91260420975.64546,-29.345,0.02112161,0.04918862,0.13736995,-0.04714553,0.03655689,-0.04090885,142750856437.70032,4.8334,144594472212.8,,2025-03-06T01:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-03-05 21:48:28.747263
4,1839,BNB,BNB,bnb,2382,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'ethereum-ecosystem', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142475672.01,142475672.01,False,,5,,,,2025-03-06T01:16:00.000Z,598.3739014326447,1526797835.8252728,-21.2624,-0.02902386,2.54763446,-2.01360518,-2.30525221,-15.89962755,-17.70575867,85253723719.86156,2.8862,85253723719.86,,2025-03-06T01:16:00.000Z,,,,,,2025-03-05 21:48:28.747263
5,5426,Solana,SOL,solana,847,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,508001899.7940255,595435814.845183,True,,6,,,,2025-03-06T01:16:00.000Z,145.78757149070032,4446536916.4328575,-43.0704,-0.32745389,2.06323207,7.01420196,-32.51724173,-32.70969565,-39.4028052,74060363283.63307,2.5072,86807141424.87,,2025-03-06T01:16:00.000Z,,,,,,2025-03-05 21:48:28.747263
